법령일련번호,현행연혁코드,법령명한글,법령약칭명,법령ID,공포일자,공포번호,제개정구분명,소관부처코드,소관부처명,법령구분명,시행일자,자법타법여부,법령상세링크,공백제거법령명
234955,현행,간선급행버스체계의 건설 및 운영에 관한 특별법 시행규칙,간선급행버스법시행규칙,12188,20210827,882,타법개정,1613000,국토교통부,국토교통부령,20210827,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=234955&type=HTML&mobileYn=&efYd=20210827,간선급행버스체계의건설및운영에관한특별법시행규칙
223581,현행,간척지의 농어업적 이용 및 관리에 관한 법률,간척지법,11522,20201208,17618,타법개정,1543000,농림축산식품부,법률,20201208,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=223581&type=HTML&mobileYn=&efYd=20201208,간척지의농어업적이용및관리에관한법률
239583,현행,간척지의 농어업적 이용 및 관리에 관한 법률 시행령,간척지법시행령,11742,20220121,32352,타법개정,1543000,농림축산식품부,대통령령,20220121,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=239583&type=HTML&mobileYn=&efYd=20220121,간척지의농어업적이용및관리에관한법률시행령
211361,현행,간척지의 농어업적 이용 및 관리에 관한 법률 시행규칙,간척지법시행규칙,11745,20191114,461,타법개정,1543000,농림축산식품부,농림축산식품부령,20191114,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=211361&type=HTML&mobileYn=&efYd=20191114,간척지의농어업적이용및관리에관한법률시행규칙
241727,현행,간호조무사 및 의료유사업자에 관한 규칙,간호조무사등규칙,6137,20220408,879,일부개정,1352000,보건복지부,보건복지부령,20220408,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241727&type=HTML&mobileYn=&efYd=20220408,간호조무사및의료유사업자에관한규칙
209959,현행,감사교육원 운영 등에 관한 규칙,NaN,8770,20190715,311,일부개정,1040000,감사원,감사원규칙,20190715,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=209959&type=HTML&mobileYn=&efYd=20190715,감사교육원운영등에관한규칙
191254,현행,감사교육원직제,NaN,8771,20170116,296,일부개정,1040000,감사원,감사원규칙,20170116,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=191254&type=HTML&mobileYn=&efYd=20170116,감사교육원직제
209960,현행,감사연구원 운영규칙,NaN,10116,20190715,312,일부개정,1040000,감사원,감사원규칙,20190715,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=209960&type=HTML&mobileYn=&efYd=20190715,감사연구원운영규칙
211325,현행,감사연구원 직제,NaN,10032,20191108,321,일부개정,1040000,감사원,감사원규칙,20191108,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=211325&type=HTML&mobileYn=&efYd=20191108,감사연구원직제
241707,현행,감사원 감사사무 처리규칙,NaN,14263,20220404,347,제정,1040000,감사원,감사원규칙,20220404,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241707&type=HTML&mobileYn=&efYd=20220404,감사원감사사무처리규칙
222733,현행,감사원 개방형 직위 및 공모 직위의 운영 등에 관한 규칙,NaN,10476,20201102,338,일부개정,1040000,감사원,감사원규칙,20201102,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=222733&type=HTML&mobileYn=&efYd=20201102,감사원개방형직위및공모직위의운영등에관한규칙
184473,현행,감사원규칙의 공포에 관한 규칙,NaN,8773,20160630,287,전부개정,1040000,감사원,감사원규칙,20160630,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=184473&type=HTML&mobileYn=&efYd=20160630,감사원규칙의공포에관한규칙
222549,현행,감사원법,NaN,1372,20201020,17560,일부개정,1040000,감사원,법률,20201020,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=222549&type=HTML&mobileYn=&efYd=20201020,감사원법
199620,현행,감사원 변상판정청구에 관한 규칙,NaN,9168,20171208,300,일부개정,1040000,감사원,감사원규칙,20171208,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=199620&type=HTML&mobileYn=&efYd=20171208,감사원변상판정청구에관한규칙
220627,현행,감사원사무처 직제,NaN,8775,20200803,329,일부개정,1040000,감사원,감사원규칙,20200803,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=220627&type=HTML&mobileYn=&efYd=20200803,감사원사무처직제
173065,현행,감사원 소관 비영리법인의 설립 및 감독에 관한 규칙,NaN,9830,20150717,273,일부개정,1040000,감사원,감사원규칙,20150717,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=173065&type=HTML&mobileYn=&efYd=20150717,감사원소관비영리법인의설립및감독에관한규칙
241711,현행,감사원심사규칙,NaN,8776,20220404,347,타법개정,1040000,감사원,감사원규칙,20220404,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241711&type=HTML&mobileYn=&efYd=20220404,감사원심사규칙
241639,현행,감사원 운영규칙,NaN,8774,20220404,348,전부개정,1040000,감사원,감사원규칙,20220404,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241639&type=HTML&mobileYn=&efYd=20220404,감사원운영규칙
209963,현행,감사원 전문인력 및 전문직위의 운영 등에 관한 규칙,NaN,13525,20190715,315,제정,1040000,감사원,감사원규칙,20190715,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=209963&type=HTML&mobileYn=&efYd=20190715,감사원전문인력및전문직위의운영등에관한규칙
184476,현행,감사원 정책자문위원회 규칙,NaN,9704,20160630,290,일부개정,1040000,감사원,감사원규칙,20160630,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=184476&type=HTML&mobileYn=&efYd=20160630,감사원정책자문위원회규칙
184477,현행,감사원 징계 규칙,NaN,8779,20160630,291,일부개정,1040000,감사원,감사원규칙,20160630,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=184477&type=HTML&mobileYn=&efYd=20160630,감사원징계규칙
147119,현행,감사원행정심판위원회규칙,NaN,11122,20131129,247,일부개정,1040000,감사원,감사원규칙,20131129,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=147119&type=HTML&mobileYn=&efYd=20131129,감사원행정심판위원회규칙
241709,현행,감사위원회의 운영 등에 관한 규칙,NaN,12606,20220404,347,타법개정,1040000,감사원,감사원규칙,20220404,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241709&type=HTML&mobileYn=&efYd=20220404,감사위원회의운영등에관한규칙
106437,현행,감사활동조정협의회의 구성ㆍ운영 등에 관한 규칙,NaN,11226,20100706,210,제정,1040000,감사원,감사원규칙,20100706,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=106437&type=HTML&mobileYn=&efYd=20100706,감사활동조정협의회의구성ㆍ운영등에관한규칙
236301,현행,감염병의 예방 및 관리에 관한 법률,코로나19 감염병예방법,1792,20211019,18507,일부개정,1352000 1790387,"보건복지부,질병관리청",법률,20220420,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=236301&type=HTML&mobileYn=&efYd=20220420,감염병의예방및관리에관한법률
241431,현행,감염병의 예방 및 관리에 관한 법률 시행령,코로나19 감염병예방법시행령,4750,20220322,32553,일부개정,1352000 1790387,"보건복지부,질병관리청",대통령령,20220322,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241431&type=HTML&mobileYn=&efYd=20220322,감염병의예방및관리에관한법률시행령
242051,현행,감염병의 예방 및 관리에 관한 법률 시행규칙,코로나19 감염병예방법시행규칙,8083,20220504,885,일부개정,1352000 1790387,"보건복지부,질병관리청",보건복지부령,20220504,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=242051&type=HTML&mobileYn=&efYd=20220504,감염병의예방및관리에관한법률시행규칙
234029,현행,감정평가 및 감정평가사에 관한 법률,감정평가법,12481,20210720,18309,일부개정,1613000,국토교통부,법률,20220121,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=234029&type=HTML&mobileYn=&efYd=20220121,감정평가및감정평가사에관한법률
239579,현행,감정평가 및 감정평가사에 관한 법률 시행령,감정평가법시행령,12651,20220121,32352,일부개정,1613000,국토교통부,대통령령,20220121,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=239579&type=HTML&mobileYn=&efYd=20220121,감정평가및감정평가사에관한법률시행령
241617,현행,감정평가 및 감정평가사에 관한 법률 시행규칙,감정평가법시행규칙,12655,20220330,1118,타법개정,1613000,국토교통부,국토교통부령,20220330,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241617&type=HTML&mobileYn=&efYd=20220330,감정평가및감정평가사에관한법률시행규칙
239765,현행,감정평가에 관한 규칙,NaN,6140,20220121,1100,일부개정,1613000,국토교통부,국토교통부령,20220121,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=239765&type=HTML&mobileYn=&efYd=20220121,감정평가에관한규칙
214375,현행,개발이익 환수에 관한 법률,개발이익환수법,1829,20200218,17007,타법개정,1613000,국토교통부,법률,20210101,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=214375&type=HTML&mobileYn=&efYd=20210101,개발이익환수에관한법률
240607,현행,개발이익 환수에 관한 법률 시행령,개발이익환수법시행령,2088,20220217,32449,타법개정,1613000,국토교통부,대통령령,20220218,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=240607&type=HTML&mobileYn=&efYd=20220218,개발이익환수에관한법률시행령
222849,현행,개발이익 환수에 관한 법률 시행규칙,개발이익환수법시행규칙,6145,20201119,776,일부개정,1613000,국토교통부,국토교통부령,20210101,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=222849&type=HTML&mobileYn=&efYd=20210101,개발이익환수에관한법률시행규칙
234311,현행,개발제한구역의 지정 및 관리에 관한 특별조치법,그린벨트 개발제한구역법,2018,20210727,18337,일부개정,1613000,국토교통부,법률,20210727,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=234311&type=HTML&mobileYn=&efYd=20210727,개발제한구역의지정및관리에관한특별조치법
242027,현행,개발제한구역의 지정 및 관리에 관한 특별조치법 시행령,그린벨트 개발제한구역법시행령,2089,20220503,32623,일부개정,1613000,국토교통부,대통령령,20220503,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=242027&type=HTML&mobileYn=&efYd=20220503,개발제한구역의지정및관리에관한특별조치법시행령
241585,현행,개발제한구역의 지정 및 관리에 관한 특별조치법 시행규칙,그린벨트 개발제한구역법시행규칙,6146,20220330,1118,타법개정,1613000,국토교통부,국토교통부령,20220330,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241585&type=HTML&mobileYn=&efYd=20220330,개발제한구역의지정및관리에관한특별조치법시행규칙
237267,현행,개방형 직위 및 공모 직위의 운영 등에 관한 규정,개방형공모직위규정,2091,20211130,32172,타법개정,1760000,인사혁신처,대통령령,20220113,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=237267&type=HTML&mobileYn=&efYd=20220113,개방형직위및공모직위의운영등에관한규정
238001,현행,개별소비세법,NaN,1570,20211221,18582,일부개정,1051000,기획재정부,법률,20220101,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=238001&type=HTML&mobileYn=&efYd=20220101,개별소비세법
241971,현행,개별소비세법 시행령,NaN,5308,20220427,32604,일부개정,1051000,기획재정부,대통령령,20220501,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241971&type=HTML&mobileYn=&efYd=20220501,개별소비세법시행령
241463,현행,개별소비세법 시행규칙,NaN,8542,20220318,909,일부개정,1051000,기획재정부,기획재정부령,20220318,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241463&type=HTML&mobileYn=&efYd=20220318,개별소비세법시행규칙
206402,현행,개성공업지구 지원에 관한 법률,개성공업지구법,10451,20181231,16172,타법개정,1250000,통일부,법률,20190401,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=206402&type=HTML&mobileYn=&efYd=20190401,개성공업지구지원에관한법률
240461,현행,개성공업지구 지원에 관한 법률 시행령,개성공업지구법시행령,10523,20220217,32447,타법개정,1250000,통일부,대통령령,20220218,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=240461&type=HTML&mobileYn=&efYd=20220218,개성공업지구지원에관한법률시행령
174784,현행,개성공업지구 지원에 관한 법률 시행규칙,개성공업지구법시행규칙,11438,20150907,81,타법개정,1250000,통일부,통일부령,20150907,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=174784&type=HTML&mobileYn=&efYd=20150907,개성공업지구지원에관한법률시행규칙
117412,현행,개인정보 단체소송규칙,NaN,11467,20110928,2358,제정,9740000,대법원,대법원규칙,20110930,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=117412&type=HTML&mobileYn=&efYd=20110930,개인정보단체소송규칙
213857,현행,개인정보 보호법,데이터3법,11357,20200204,16930,일부개정,1790365,개인정보보호위원회,법률,20200805,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=213857&type=HTML&mobileYn=&efYd=20200805,개인정보보호법
241195,현행,개인정보 보호법 시행령,NaN,11468,20220308,32528,타법개정,1790365,개인정보보호위원회,대통령령,20220308,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241195&type=HTML&mobileYn=&efYd=20220308,개인정보보호법시행령
242353,현행,개인정보 보호위원회 직제,NaN,13821,20220509,32629,타법개정,1741000 1790365,"개인정보보호위원회,행정안전부",대통령령,20220509,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=242353&type=HTML&mobileYn=&efYd=20220509,개인정보보호위원회직제
240415,현행,개인정보 보호위원회 직제 시행규칙,NaN,13827,20220214,1788,일부개정,1790365,개인정보보호위원회,총리령,20220214,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=240415&type=HTML&mobileYn=&efYd=20220214,개인정보보호위원회직제시행규칙
216211,현행,갯벌 및 그 주변지역의 지속가능한 관리와 복원에 관한 법률,갯벌법,13246,20200331,17171,타법개정,1192000,해양수산부,법률,20210401,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=216211&type=HTML&mobileYn=&efYd=20210401,갯벌및그주변지역의지속가능한관리와복원에관한법률
221153,현행,갯벌 및 그 주변지역의 지속가능한 관리와 복원에 관한 법률 시행령,갯벌법시행령,13647,20200826,30977,타법개정,1192000,해양수산부,대통령령,20200828,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=221153&type=HTML&mobileYn=&efYd=20200828,갯벌및그주변지역의지속가능한관리와복원에관한법률시행령
239189,현행,갯벌 및 그 주변지역의 지속가능한 관리와 복원에 관한 법률 시행규칙,갯벌법시행규칙,13651,20220103,525,일부개정,1192000,해양수산부,해양수산부령,20220103,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=239189&type=HTML&mobileYn=&efYd=20220103,갯벌및그주변지역의지속가능한관리와복원에관한법률시행규칙
116110,현행,거절증서령,NaN,2096,20110819,23077,일부개정,1270000,법무부,대통령령,20110819,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=116110&type=HTML&mobileYn=&efYd=20110819,거절증서령
149559,현행,거창사건등 관련자의 명예회복에 관한 특별조치법,거창사건법,1177,20140107,12200,일부개정,1290000 1741000,"국방부,행정안전부",법률,20140107,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=149559&type=HTML&mobileYn=&efYd=20140107,거창사건등관련자의명예회복에관한특별조치법
